Cause	Outcome	Cause name	Outcome name	Number of mentions	Phi correlation coeff	Dependence	Date of diagnosis	GPT4	score
N13.6	J86	pyonephrosis	empyema	2	-0.001	0	0.3333333333333333	1	0.4795777777777778
N13.6	D73.3	pyonephrosis	splenic abscess	1	0.0	0	0	0	0.0
H49.2	H50.0	sixth nerve palsy	esotropia	3	0.028	1	0.8461538461538461	1	0.7748307692307692
H49.2	H53.2	sixth nerve palsy	diplopia	1	0.116	1	0.84	1	0.5933619047619048
J98.4	J96.0	lung disease	acute respiratory failure	3	0.033	1	0.5142857142857142	1	0.7121826265389877
J98.4	I27.20	lung disease	pulmonary hypertension	26	NA	0	0	1	0.40040000000000003
J98.4	I27.81	lung disease	cor pulmonale	1	NA	0	0	0	0.0
J44.9	I46	cold	cardiac arrest	2	0.035	1	0.8358974358974359	1	0.7741794871794871
J44.9	J98.4	cold	lung disease	3	0.075	1	0.7839195979899497	1	0.7717839195979901
J44.9	I51.7	cold	cardiomegaly	2	0.063	1	0.7428355957767723	1	0.7611671191553544
J44.9	D64.9	cold	anemia	7	0.074	1	0.6349152542372881	1	0.7422615384615385
J44.9	J96.0	cold	acute respiratory failure	48	0.066	1	0.627906976744186	1	0.7398352941176471
J44.9	I73.0	cold	raynaud 's syndrome	2	0.018	1	0.592057761732852	1	0.7236
J44.9	I21	cold	myocardial infarction	3	0.069	1	0.5282392026578073	1	0.7199894736842105
J44.9	I10	cold	hypertension	11	0.14	1	0.42091313269493846	1	0.7141111111111111
J44.9	K25	cold	gastric ulcer	7	0.044	1	0.4646354733405876	1	0.7021999999999999
J44.9	M79.3	cold	panniculitis	1	0.009	1	0.8571428571428571	1	0.5748285714285715
J44.9	G93.9	cold	brain diseases	2	0.009	1	0.8	0	0.5633554140127388
J44.9	F41.9	cold	anxiety disorder	1	0.06	1	0.7448200654307524	1	0.5617088235294118
J44.9	D59	cold	hemolytic anemia	24	0.008	1	0.7272727272727273	0	0.5483956458635704
J44.9	J43.8	cold	pulmonary emphysema	1	0.024	1	0.6956521739130435	1	0.545489430894309
J44.9	R41.3	cold	amnesia	1	0.017	1	0.6728395061728395	1	0.5395333333333334
J44.9	H26	cold	cataract	1	0.063	1	0.609459891339086	1	0.5353333333333334
J44.9	J30.0	cold	vasomotor rhinitis	1	0.008	1	0.6	1	0.5258140845070423
J44.9	G51.0	cold	facial paralysis	7	0.015	1	0.5666666666666667	0	0.520847619047619
J44.9	L50	cold	urticaria	14	0.009	1	0.5692307692307692	0	0.5194801687763713
J44.9	K26	cold	duodenal ulcer	1	0.039	1	0.45241809672386896	1	0.5014000000000001
J44.9	J45	cold	asthma	6	0.174	1	0.31616982836495033	0	0.5014000000000001
J44.9	M75.0	cold	frozen shoulder	2	0.01	1	0.40437158469945356	0	0.49574751773049647
J44.9	T78.2	cold	anaphylaxis	1	0.008	1	0.275	1	0.4745819314641745
J44.9	R82.3	cold	hemoglobinuria	6	0.005	0	1.0	0	0.4016
J44.9	S12.1	cold	axis	4	0.004	1	0.0	0	0.40140000000000003
J44.9	A32	cold	listeriosis	2	0.002	0	1.0	0	0.40080000000000005
J44.9	I27.20	cold	pulmonary hypertension	42	NA	0	0	1	0.40040000000000003
J44.9	I27.81	cold	cor pulmonale	9	NA	0	0	1	0.4
J44.9	I73.89	cold	acrocyanosis	2	NA	0	0	1	0.4
J44.9	I50.81	cold	right heart failure	3	NA	0	0	1	0.4
J44.9	G93.6	cold	cerebral edema	1	0.008	1	0.925	0	0.39980000000000004
J44.9	K85.9	cold	pancreatitis	1	0.022	1	0.7894736842105263	0	0.37100000000000005
J44.9	D56	cold	hemolytic anemia	20	0.001	0	0.7368421052631579	0	0.355
J44.9	D58	cold	hemolytic anemia	20	0.002	0	0.7142857142857143	0	0.3506
J44.9	D75.1	cold	erythrocythemia	1	0.033	1	0.6622516556291391	0	0.3453438202247191
J44.9	D55	cold	hemolytic anemia	20	0.005	0	0.6666666666666666	0	0.3422615384615385
J44.9	J93.1	cold	pneumothorax	1	0.034	1	0.6344086021505376	0	0.33966153846153846
J44.9	D57	cold	hemolytic anemia	20	0.001	0	0.45454545454545453	0	0.30060000000000003
J44.9	H55.0	cold	nystagmus	4	NA	0	0	0	0.2006
J44.9	H18.20	cold	corneal oedema	2	NA	0	0	0	0.2
J44.9	D69.51	cold	ptp	1	NA	0	0	1	0.2
J44.9	I49.01	cold	ventricular fibrillation	1	NA	0	0	1	0.2
J44.9	E83.52	cold	hypercalcemia	1	NA	0	0	1	0.2
J44.9	G71.0	cold	muscular dystrophy	1	0.003	0	0.3333333333333333	0	0.16060000000000002
J44.9	S12.8	cold	trachea	1	0.003	0	0	0	0.13373333333333334
J44.9	G40.909	cold	epilepsies	1	NA	0	0	0	0.0
J44.9	C80.1	cold	cancer	1	NA	0	0	0	0.0
J44.9	A00	cold	cholera	1	0.0	0	0.0	0	0.0
H26.1	H54	traumatic cataract	blindness	2	0.01	1	0.8571428571428571	1	0.7734285714285714
K22.7	C15.5	barrett 's esophagus	esophageal cancers	3	0.047	1	0.8197674418604651	1	0.773353488372093
K22.7	K92.0	barrett 's esophagus	hematemesis	1	0.037	1	0.52734375	1	0.5157533678756476
K22.7	C80.1	barrett 's esophagus	cancer	3	NA	0	0	0	0.2
C15.5	I31.3	esophageal cancers	pericardial effusion	2	0.007	1	1.0	0	0.6014
C15.5	I46	esophageal cancers	cardiac arrest	1	0.014	1	0.95	1	0.5948
E05.9	G72.9	hyperthyroidism	myopathy	3	0.008	1	0.8571428571428571	1	0.7730285714285714
E05.9	I51.7	hyperthyroidism	cardiomegaly	2	0.022	1	0.7165775401069518	1	0.7477155080213904
E05.9	D64.9	hyperthyroidism	anemia	2	0.03	1	0.6531914893617021	1	0.7369333333333334
E05.9	I42	hyperthyroidism	cardiomyopathy	4	0.02	1	0.5882352941176471	1	0.722
E05.9	I42.0	hyperthyroidism	dilated cardiomyopathy	9	0.016	1	0.5555555555555556	1	0.7181555555555557
E05.9	I10	hyperthyroidism	hypertension	2	0.044	1	0.45876887340301975	1	0.7012666666666667
E05.9	F31	hyperthyroidism	bipolar disorder	3	0.014	1	0.42	1	0.689888888888889
E05.9	I44.3	hyperthyroidism	atrioventricular block	4	0.006	1	0.3333333333333333	1	0.6716666666666666
E05.9	G72.3	hyperthyroidism	hypokalemic periodic paralysis	3	0.0	0	1.0	1	0.6000000000000001
E05.9	I21.4	hyperthyroidism	non-st-elevation myocardial infarction	1	0.008	1	0.7887323943661971	1	0.5603555555555556
E05.9	I50.9	hyperthyroidism	congestive heart failure	1	0.024	1	0.738562091503268	1	0.554
E05.9	K83.1	hyperthyroidism	cholestasis	4	0.009	1	0.7419354838709677	0	0.5512
E05.9	F41.9	hyperthyroidism	anxiety disorder	1	0.017	1	0.7148148148148148	1	0.5478571428571429
E05.9	I31.3	hyperthyroidism	pericardial effusion	1	0.012	1	0.7045454545454546	1	0.545024133504493
E05.9	D70	hyperthyroidism	neutropenia	2	0.016	1	0.6829268292682927	0	0.5419666666666667
E05.9	I21	hyperthyroidism	myocardial infarction	1	0.014	1	0.5647668393782384	1	0.5196470588235295
E05.9	J81	hyperthyroidism	pulmonary edema	1	0.008	1	0.5652173913043478	1	0.5182666666666667
E05.9	E11	hyperthyroidism	diabetes	2	0.024	1	0.5141242937853108	0	0.512764705882353
E05.9	Q23.3	hyperthyroidism	mitral regurgitation	1	0.007	1	1.0	0	0.4022
E05.9	G25.5	hyperthyroidism	chorea	2	0.005	0	0.0	1	0.4016
E05.9	I27.20	hyperthyroidism	pulmonary hypertension	4	NA	0	0	1	0.4
E05.9	M81.0	hyperthyroidism	osteoporosis	4	-0.001	0	0	1	0.4
E05.9	I40	hyperthyroidism	acute myocarditis	2	-0.001	0	0	1	0.4
E05.9	E03.9	hyperthyroidism	myxedema	1	0.141	1	0.5356917245735945	0	0.34313043478260874
E05.9	J45	hyperthyroidism	asthma	1	0.025	1	0.4377049180327869	0	0.30100000000000005
E05.9	G40.909	hyperthyroidism	epilepsies	1	NA	0	0	1	0.2
E05.9	E83.52	hyperthyroidism	hypercalcemia	5	NA	0	0	0	0.2
E05.9	I50.20	hyperthyroidism	systolic heart failure	1	NA	0	0	1	0.2
E05.9	I50.81	hyperthyroidism	right heart failure	1	NA	0	0	1	0.2
E05.9	R73.03	hyperthyroidism	glucose intolerance	1	NA	0	0	1	0.2
E05.9	P29.3	hyperthyroidism	persistent fetal circulation	1	NA	0	0	1	0.2
E05.9	D69.2	hyperthyroidism	purpura	1	-0.001	0	0.0	1	0.2
E05.9	E30.0	hyperthyroidism	delayed puberty	1	0.0	0	0	0	0.0
E05.9	E51.2	hyperthyroidism	wernicke 's encephalopathy	1	0.0	0	0	0	0.0
E05.9	D61.81	hyperthyroidism	pancytopenia	1	NA	0	0	0	0.0
G72.9	J96.0	myopathy	acute respiratory failure	1	0.008	1	0.0	1	0.40280000000000005
G72.9	H02.4	myopathy	ptosis	1	0.02	1	0.6	0	0.33353333333333335
H49.1	H53.2	fourth-nerve palsy	diplopia	3	0.084	1	0.7777777777777778	1	0.7723555555555557
H49.1	H50.2	fourth-nerve palsy	hypertropia	1	0.055	1	0.8	0	0.3814451612903226
H53.2	H54	diplopia	blindness	1	0.012	1	0.8787878787878788	1	0.579
K76.9	G93.9	liver disease	brain diseases	3	0.014	1	0.9090909090909091	0	0.5872
K76.9	E46	liver disease	malnutrition	2	0.019	1	0.7777777777777778	0	0.5605076023391813
K76.9	N17.9	liver disease	acute kidney injury	1	0.046	1	0.7396593673965937	1	0.558075
K76.9	D69.6	liver disease	thrombocytopenia	1	0.044	1	0.6774193548387096	0	0.35082857142857143
K76.9	I85.01	liver disease	esophageal varices	1	NA	0	0	1	0.2
K76.9	D61.81	liver disease	pancytopenia	1	NA	0	0	1	0.2
K76.9	E72.20	liver disease	hyperammonemia	1	NA	0	0	1	0.2
K76.9	E83.39	liver disease	hypophosphatasia	1	NA	0	0	1	0.2
H26	H54	cataract	blindness	118	0.044	1	0.8106508875739645	1	0.770930177514793
H26	H18.1	cataract	bullous keratopathy	2	0.02	1	0.7560975609756098	1	0.755219512195122
H26	H52.2	cataract	astigmatism	4	0.055	1	0.5923852183650616	1	0.7302545454545455
H26	H40	cataract	glaucoma	4	0.156	1	0.7199059225999572	0	0.5765333333333333
H26	H40.1	cataract	pigmentary glaucoma	1	0.098	1	0.7086513994910941	1	0.5626
H26	H20.9	cataract	uveitis	1	0.048	1	0.7518518518518519	1	0.5611333333333334
H26	H52.32	cataract	aniseikonia	2	NA	0	0	1	0.4
H26	H27.0	cataract	aphakia	1	0.03	1	0.8083333333333333	0	0.3774715953307393
H26	H21.0	cataract	hyphema	1	0.022	1	0.6739130434782609	0	0.3453897435897436
H26	H15.0	cataract	scleritis	1	0.004	1	0.5555555555555556	0	0.3220081632653061
H26	H53.00	cataract	amblyopia	3	NA	0	0	0	0.2
H26	H18.20	cataract	corneal oedema	1	NA	0	0	1	0.2
H26	H53.01	cataract	deprivation amblyopia	1	NA	0	0	1	0.2
Q12.0	H54	congenital cataract	blindness	4	0.029	1	0.8235294117647058	1	0.7705058823529412
Q12.0	H27.0	congenital cataract	aphakia	5	0.049	1	0.8888888888888888	0	0.5888153846153847
Q12.0	H40	congenital cataract	glaucoma	1	0.013	1	0.8823529411764706	0	0.39980000000000004
Q12.0	H53.01	congenital cataract	deprivation amblyopia	3	NA	0	0	0	0.2
Q12.0	H53.00	congenital cataract	amblyopia	1	NA	0	0	0	0.0
Q12.0	H50.8	congenital cataract	strabismus	1	0.0	0	0	0	0.0
C25.2	K31.5	pancreatic tumors	duodenal obstruction	2	0.015	1	0.8333333333333334	1	0.7696666666666667
C25.2	K83.1	pancreatic tumors	cholestasis	2	0.012	1	0.7272727272727273	1	0.7478545454545455
C25.2	E11	pancreatic tumors	diabetes	6	0.013	1	0.5961538461538461	1	0.7220115523465704
C25.2	I86.4	pancreatic tumors	gastric varices	1	0.016	1	1.0	1	0.6032629904559916
C25.2	E16.2	pancreatic tumors	hypoglycemia	1	0.008	1	1.0	1	0.6018000000000001
C25.2	K76.6	pancreatic tumors	portal hypertension	2	0.003	0	1.0	1	0.6008
C25.2	E13	pancreatic tumors	diabetes	6	0.0	0	1.0	1	0.6000000000000001
C25.2	K83.0	pancreatic tumors	cholangitis	1	0.011	1	0.875	1	0.578518309859155
C25.2	E10	pancreatic tumors	diabetes	6	0.002	0	0.75	1	0.5512545454545454
C25.2	K85.9	pancreatic tumors	pancreatitis	7	-0.001	0	0.6	1	0.5229686274509804
C25.2	E24	pancreatic tumors	cushing 's syndrome	2	0.009	1	0.5	0	0.5037873015873016
C25.2	E08	pancreatic tumors	diabetes	6	NA	0	0	1	0.4
C25.2	E09	pancreatic tumors	diabetes	6	NA	0	0	1	0.4
C25.2	E12	pancreatic tumors	diabetes	6	0.0	0	0	1	0.4
C25.2	K85	pancreatic tumors	acute pancreatitis	1	0.001	0	0.42857142857142855	1	0.3002
C25.2	I33.9	pancreatic tumors	endocarditis	1	0.0	0	0	1	0.2
C25.2	R73.03	pancreatic tumors	glucose intolerance	1	NA	0	0	1	0.2
C25.2	I31.4	pancreatic tumors	cardiac tamponade	1	NA	0	0	1	0.2
C25.2	I83.90	pancreatic tumors	varices	1	NA	0	0	0	0.0
K31.5	E87.3	duodenal obstruction	metabolic alkalosis	3	0.005	0	1.0	1	0.6012
K92.1	D64.9	melena	anemia	2	0.105	1	0.7367758186397985	1	0.7683551637279598
K92.1	D50	melena	iron-deficiency anemia	1	0.067	1	0.7177798682972719	1	0.5579714285714286
J81	J96.0	pulmonary edema	acute respiratory failure	10	0.054	1	0.6666666666666666	1	0.7441333333333333
J81	I50.81	pulmonary edema	right heart failure	1	NA	0	0	1	0.2
N12	N17.9	interstitial nephritis	acute kidney injury	2	0.057	1	0.7842105263157895	1	0.7682421052631578
N12	N08	interstitial nephritis	kidney disease	2	0.019	1	0.6388888888888888	1	0.7316727272727273
N12	N19	interstitial nephritis	renal failure	19	0.034	1	0.5670103092783505	1	0.7208000000000001
N12	N18.9	interstitial nephritis	chronic renal disease	1	0.042	1	0.678082191780822	1	0.5456666666666667
N12	N28.9	interstitial nephritis	renal insufficiency	1	0.022	1	0.675	0	0.34539526627218936
I50.1	J81	left heart failure	pulmonary edema	5	0.085	1	0.7060931899641577	1	0.7582186379928315
I50.1	I27.20	left heart failure	pulmonary hypertension	13	NA	0	0	1	0.4
I50.1	J81.1	left heart failure	pulmonary congestion	1	NA	0	0	1	0.2
E66.9	I51.9	obesity	heart disease	4	0.043	1	0.7954110898661568	1	0.7676822179732314
E66.9	N18.9	obesity	chronic renal disease	2	0.065	1	0.7623230844314299	1	0.765464616886286
E66.9	C54.1	obesity	endometrial cancer	2	0.026	1	0.7114914425427873	1	0.7474982885085575
E66.9	E78.5	obesity	hyperlipemia	3	0.088	1	0.6435070306038048	1	0.7463014061207609
E66.9	E11	obesity	diabetes	92	0.171	1	0.5039584071842136	1	0.7353333333333334
E66.9	J96.0	obesity	acute respiratory failure	2	0.016	1	0.6197183098591549	1	0.7276066749072929
E66.9	N19	obesity	renal failure	2	0.029	1	0.5776805251641138	1	0.7216470588235295
E66.9	I10	obesity	hypertension	16	0.186	1	0.41703663950822073	1	0.7209775280898876
E66.9	R73.9	obesity	hyperglycemia	2	0.023	1	0.5678391959798995	1	0.7191487179487179
E66.9	E87	obesity	metabolic disorders	7	0.056	1	0.8181530676786843	0	0.5762939759036145
E66.9	E55	obesity	vitamin d deficiency	1	0.03	1	0.8094144661308841	1	0.569541935483871
E66.9	E86	obesity	metabolic disorders	7	0.035	1	0.7845303867403315	0	0.564293670886076
E66.9	K76.0	obesity	nonalcoholic fatty liver disease	1	0.079	1	0.7389510901591043	1	0.5642
E66.9	E88	obesity	metabolic disorders	7	0.012	1	0.7849462365591398	0	0.5605555555555556
E66.9	E88.9	obesity	metabolic disease	4	0.007	1	0.7894736842105263	0	0.5603428571428573
E66.9	E83	obesity	metabolic disorders	7	0.025	1	0.763519706691109	0	0.5585217391304348
E66.9	E13	obesity	diabetes	14	0.014	1	0.7717391304347826	0	0.558102994011976
E66.9	N08	obesity	kidney disease	1	0.037	1	0.6983050847457627	1	0.5488545454545455
E66.9	K76.9	obesity	liver disease	1	0.02	1	0.7083333333333334	1	0.5475333333333334
E66.9	K21.9	obesity	gastroesophageal reflux	1	0.086	1	0.6391206675224647	1	0.5469742574257426
E66.9	I70	obesity	atheroma	1	0.027	1	0.6972972972972973	1	0.546496551724138
E66.9	E78	obesity	metabolic disorders	7	0.145	1	0.5699016673792219	0	0.5448594594594595
E66.9	I42	obesity	cardiomyopathy	1	0.028	1	0.6641074856046065	1	0.5401333333333334
E66.9	E76	obesity	metabolic disorders	7	0.008	1	0.6666666666666666	0	0.5362455696202533
E66.9	I21	obesity	myocardial infarction	1	0.052	1	0.598659405111018	1	0.5326507462686567
E66.9	E16.1	obesity	hyperinsulinism	5	0.007	1	0.6111111111111112	0	0.5270290598290599
E66.9	I72	obesity	aneurysms	1	0.009	1	0.5952380952380952	1	0.5244
E66.9	G93.2	obesity	benign intracranial hypertension	1	0.012	1	0.5581395348837209	1	0.5163333333333333
E66.9	R80	obesity	proteinuria	1	0.018	1	0.5486725663716814	1	0.5162508670520232
E66.9	E80	obesity	metabolic disorders	7	0.005	1	0.5591397849462365	0	0.5156461538461539
E66.9	E74	obesity	metabolic disorders	7	0.009	1	0.5483870967741935	0	0.5150857142857144
E66.9	M54.5	obesity	low back pain	3	0.066	1	0.4839973873285434	0	0.5140279069767442
E66.9	C50	obesity	breast cancer	1	0.019	1	0.5118159203980099	1	0.511225136612022
E66.9	K92.9	obesity	gastrointestinal disorders	1	0.006	1	0.5208333333333334	1	0.5108923076923078
E66.9	E10	obesity	diabetes	14	0.062	1	0.4541108986615679	0	0.5084
E66.9	J45	obesity	asthma	8	0.089	1	0.39411206077872746	0	0.5012
E66.9	E84	obesity	cystic fibrosis	7	0.007	1	0.3333333333333333	0	0.48160000000000003
E66.9	O14	obesity	pre-eclampsia	2	0.002	0	0.07692307692307693	1	0.4686666666666667
E66.9	I25.10	obesity	coronary artery disease	3	NA	0	0	1	0.4
E66.9	K74.60	obesity	cirrhosis	2	NA	0	0	1	0.4
E66.9	E12	obesity	diabetes	14	-0.001	0	1.0	0	0.4
E66.9	M81.0	obesity	osteoporosis	1	-0.002	0	1.0	1	0.39980000000000004
E66.9	E87.2	obesity	metabolic acidosis	1	0.043	1	0.8443579766536965	0	0.39646127167630063
E66.9	E72	obesity	metabolic disorders	7	0.001	0	0.8181818181818182	0	0.3718795539033457
E66.9	E85	obesity	amyloidosis	7	0.003	0	0.8	0	0.36841030927835056
E66.9	E77	obesity	metabolic disorders	7	0.002	0	0.75	0	0.3577555555555556
E66.9	D50	obesity	iron-deficiency anemia	1	0.052	1	0.6754415194935022	0	0.35336279069767446
E66.9	E79	obesity	metabolic disorders	7	-0.001	0	0.7222222222222222	0	0.3508
E66.9	N28.9	obesity	renal insufficiency	1	0.015	1	0.6822916666666666	0	0.34545454545454546
E66.9	E73	obesity	metabolic disorders	7	0.002	0	0.65625	0	0.33553333333333335
E66.9	E88.2	obesity	lipomatosis	1	0.005	1	0.5	0	0.3156857142857143
E66.9	E71	obesity	metabolic disorders	7	0.003	0	0.5	0	0.3106179775280899
E66.9	E70	obesity	metabolic disorders	7	-0.001	0	0.5	0	0.3014896551724138
E66.9	E75	obesity	metabolic disorders	7	0.0	0	0.4444444444444444	0	0.3006
E66.9	E28	obesity	ovarian dysfunction	1	0.017	1	0.4274193548387097	0	0.3006
E66.9	Q78.2	obesity	osteosclerosis	1	0.002	0	1.0	0	0.2016
E66.9	N46	obesity	male infertility	4	0.002	0	0.0	0	0.2016
E66.9	E08	obesity	diabetes	14	NA	0	0	0	0.2
E66.9	E09	obesity	diabetes	14	NA	0	0	0	0.2
E66.9	G47.33	obesity	obstructive sleep apnea	3	NA	0	0	0	0.2
E66.9	I27.81	obesity	cor pulmonale	1	NA	0	0	1	0.2
E66.9	C80.1	obesity	cancer	16	NA	0	0	0	0.2
E66.9	E88.81	obesity	metabolic syndrome	6	NA	0	0	0	0.2
E66.9	E81	obesity	metabolic disorders	7	NA	0	0	0	0.2
E66.9	E82	obesity	metabolic disorders	7	NA	0	0	0	0.2
E66.9	R73.03	obesity	glucose intolerance	3	NA	0	0	0	0.2
E66.9	C22.9	obesity	liver cancer	1	0.003	0	0.7931034482758621	0	0.2
E66.9	N91.2	obesity	amenorrhea	1	0.002	0	0.0	0	0.13353333333333334
E66.9	S12.1	obesity	axis	1	0.002	0	0.0	0	0.12726666666666667
E66.9	H53.6	obesity	night blindness	1	0.0	0	0	0	0.0
E66.9	Q98.0	obesity	hypogonadotropic hypogonadism	1	0.0	0	0.0	0	0.0
E66.9	H40.05	obesity	ocular hypertension	1	NA	0	0	0	0.0
E66.9	E30.1	obesity	precocious puberty	1	NA	0	0	0	0.0
E66.9	D68.59	obesity	protein s deficiency	1	NA	0	0	0	0.0
T79.6	N17.9	traumatic rhabdomyolysis	acute kidney injury	3	0.016	1	0.8208955223880597	1	0.7673791044776119
T79.6	N19	traumatic rhabdomyolysis	renal failure	2	0.01	1	0.8	1	0.762
H35.9	H54	retinal diseases	blindness	6	0.016	1	0.8181818181818182	1	0.7668363636363638
H35.9	H53.4	retinal diseases	visual field defects	1	0.011	1	1.0	0	0.40480000000000005
H35.9	H53.45	retinal diseases	scotomas	1	NA	0	0	0	0.0
R73.9	E13	hyperglycemia	diabetes	5	0.019	1	0.8076923076923077	1	0.7653384615384615
R73.9	E87.5	hyperglycemia	hyperkalemia	2	0.024	1	0.7464788732394366	0	0.5556461538461539
R73.9	E87.2	hyperglycemia	metabolic acidosis	1	0.025	1	0.6865671641791045	1	0.544457142857143
R73.9	I51.7	hyperglycemia	cardiomegaly	1	0.013	1	0.6976744186046512	1	0.544257142857143
R73.9	N08	hyperglycemia	kidney disease	3	0.029	1	0.6486486486486487	0	0.5377333333333333
R73.9	I70	hyperglycemia	atheroma	2	0.016	1	0.5882352941176471	0	0.5242476446837148
R73.9	H26	hyperglycemia	cataract	2	0.009	1	0.5722543352601156	0	0.5206
R73.9	E08	hyperglycemia	diabetes	5	NA	0	0	1	0.4
R73.9	E09	hyperglycemia	diabetes	5	NA	0	0	1	0.4
R73.9	C56	hyperglycemia	ovarian cancers	4	0.0	0	1.0	0	0.4
R73.9	E16.1	hyperglycemia	hyperinsulinism	1	0.02	1	0.7142857142857143	0	0.35420000000000007
R73.9	N18.9	hyperglycemia	chronic renal disease	1	0.029	1	0.6711409395973155	0	0.3458
R73.9	H54	hyperglycemia	blindness	1	0.01	1	0.5652173913043478	0	0.324
R73.9	F52.9	hyperglycemia	sexual dysfunction	1	0.0	0	1.0	0	0.2
R73.9	I49.8	hyperglycemia	brugada syndrome	1	0.001	0	0.6666666666666666	0	0.1998
R73.9	G24	hyperglycemia	dystonia	1	0.001	0	0.5	0	0.1998
R73.9	E87.20	hyperglycemia	lactic acidosis	1	NA	0	0	0	0.0
R73.9	I25.10	hyperglycemia	coronary artery disease	1	NA	0	0	0	0.0
R73.9	I72.9	hyperglycemia	vascular disease	1	0.0	0	0	0	0.0
R73.9	O43.89	hyperglycemia	placental dysfunction	1	NA	0	0	0	0.0
R73.9	M81.0	hyperglycemia	osteoporosis	1	0.0	0	0	0	0.0
R73.9	G25.5	hyperglycemia	chorea	1	0.0	0	0	0	0.0
K85	E13	acute pancreatitis	diabetes	2	0.019	1	0.7714285714285715	1	0.7580857142857143
K85	E10	acute pancreatitis	diabetes	2	0.028	1	0.6503067484662577	1	0.7357714285714285
K85	E11	acute pancreatitis	diabetes	2	0.041	1	0.5970333745364648	1	0.7288117647058825
K85	K86.3	acute pancreatitis	pseudocysts of pancreas	1	0.233	1	0.8597285067873304	1	0.6313538055433348
K85	D73.5	acute pancreatitis	splenic infarction	3	0.044	1	0.9318181818181818	0	0.5986492693110648
K85	J80	acute pancreatitis	adult respiratory distress syndrome	1	0.027	1	0.9375	1	0.5951636363636365
K85	J96.0	acute pancreatitis	acute respiratory failure	1	0.017	1	0.8846153846153846	1	0.5816000000000001
K85	N17.9	acute pancreatitis	acute kidney injury	1	0.044	1	0.8285229202037352	1	0.5758017738359202
K85	I89.8	acute pancreatitis	chylous ascites	2	0.004	1	0.8333333333333334	0	0.5681469387755103
K85	N19	acute pancreatitis	renal failure	1	0.023	1	0.6582278481012658	1	0.5383
K85	E08	acute pancreatitis	diabetes	2	NA	0	0	1	0.4
K85	E09	acute pancreatitis	diabetes	2	NA	0	0	1	0.4
K85	E12	acute pancreatitis	diabetes	2	0.0	0	0	1	0.4
K85	T79.A0	acute pancreatitis	compartment syndrome	2	NA	0	0	1	0.4
K85	I21	acute pancreatitis	myocardial infarction	1	0.014	1	0.5082644628099173	0	0.31924705882352944
K85	I42.0	acute pancreatitis	dilated cardiomyopathy	1	0.003	0	0.42105263157894735	1	0.30000000000000004
K85	K56.609	acute pancreatitis	intestinal obstruction	1	NA	0	0	1	0.2
K85	M31.19	acute pancreatitis	thrombotic thrombocytopenic purpura	3	NA	0	0	0	0.2
K85	D59.3	acute pancreatitis	hemolytic uremic syndrome	2	0.0	0	0	0	0.2
K85	N13.30	acute pancreatitis	hydronephrosis	1	NA	0	0	1	0.2
K85	G93.2	acute pancreatitis	benign intracranial hypertension	1	-0.001	0	0	1	0.2
K85	M79.3	acute pancreatitis	panniculitis	1	-0.001	0	1.0	0	0.2
K85	O20.0	acute pancreatitis	abruptio placentae	1	-0.003	1	0.0	0	0.2
K85	J98.51	acute pancreatitis	mediastinitis	1	NA	0	0	0	0.0
I47.1	I50.9	supraventricular tachycardia	congestive heart failure	3	0.043	1	0.7783641160949868	1	0.7642728232189975
I47.1	I42	supraventricular tachycardia	cardiomyopathy	2	0.042	1	0.7448559670781894	1	0.757371193415638
